Event_ID,Unit_Code,MOJN_SpringCode,EventDate,Disturbance_Description,SiteCondition_Description
278,DEVA,DEVA_P_COW0160,3/17/2005,Overall,Highly disturbed
281,DEVA,DEVA_P_COW0163,3/17/2005,Overall,Highly disturbed
621,DEVA,DEVA_P_LIA0473,3/16/2005,Overall,Highly disturbed
623,DEVA,DEVA_P_LIG0498,5/23/2005,Overall,Highly disturbed
1139,LAKE,LAKE_P_JAC0018,12/7/2006,Overall,Highly disturbed
1140,LAKE,LAKE_P_SAL0019,12/8/2006,Overall,Highly disturbed
1141,LAKE,LAKE_P_CAL0020,12/5/2006,Overall,Highly disturbed
1330,PARA,PARA_P_COV0120,6/1/2006,Overall,Highly disturbed
1332,PARA,PARA_P_POV0122,6/14/2006,Overall,Highly disturbed
1333,PARA,PARA_P_PAI0123,6/24/2006,Overall,Highly disturbed
2181,JOTR,JOTR_P_WIL0269,1/15/2006,Overall,Highly disturbed
2184,JOTR,JOTR_P_CAV0214,1/16/2006,Overall,Highly disturbed
81,DEVA,DEVA_P_BLA0376,12/11/2004,Overall,Highly disturbed
82,DEVA,DEVA_P_BLA0475,3/23/2005,Overall,Highly disturbed
83,DEVA,DEVA_P_BLA0477,3/25/2005,Overall,Highly disturbed
85,DEVA,DEVA_P_BLI0367,12/10/2004,Overall,Highly disturbed
86,DEVA,DEVA_P_BLU0738,2/1/2005,Overall,Highly disturbed
90,DEVA,DEVA_P_BRA0045,12/10/2004,Overall,Highly disturbed
91,DEVA,DEVA_P_BRA0046,12/10/2004,Overall,Highly disturbed
92,DEVA,DEVA_P_BRA0047,12/10/2004,Overall,Highly disturbed
93,DEVA,DEVA_P_BRA0056,12/10/2004,Overall,Highly disturbed
94,DEVA,DEVA_P_BRE0864,,Overall,Highly disturbed
96,DEVA,DEVA_P_BRI0275,11/17/2004,Overall,Highly disturbed
99,DEVA,DEVA_P_BRO0531,11/14/2005,Overall,Highly disturbed
100,DEVA,DEVA_P_BUC0994,11/17/2004,Overall,Highly disturbed
101,DEVA,DEVA_P_BUC0121,11/13/2005,Overall,Highly disturbed
102,DEVA,DEVA_P_BUC0578,1/19/2005,Overall,Highly disturbed
104,DEVA,DEVA_P_BUC0562,1/19/2005,Overall,Highly disturbed
106,DEVA,DEVA_P_BUC0563,1/19/2005,Overall,Highly disturbed
107,DEVA,DEVA_P_BUC0590,1/21/2005,Overall,Highly disturbed
476,DEVA,DEVA_P_HOL0706,10/19/2004,Overall,Highly disturbed
477,DEVA,DEVA_P_HOL0711,11/6/2004,Overall,Highly disturbed
479,DEVA,DEVA_P_HOP1040,11/30/2004,Overall,Highly disturbed
704,DEVA,DEVA_P_MUD0639,10/24/2004,Overall,Highly disturbed
705,DEVA,DEVA_P_MUS0491,5/22/2005,Overall,Highly disturbed
707,DEVA,DEVA_P_NAV0054,12/2/2004,Overall,Highly disturbed
708,DEVA,DEVA_P_NAV0193,11/3/2004,Overall,Highly disturbed
1201,LAKE,LAKE_P_GRA0080,11/15/2006,Overall,Highly disturbed
1202,LAKE,LAKE_P_SAL0081,11/14/2006,Overall,Highly disturbed
1203,LAKE,LAKE_P_GRA0082,11/10/2006,Overall,Highly disturbed
1206,LAKE,LAKE_P_CAL0085,12/5/2006,Overall,Highly disturbed
1319,PARA,PARA_P_JAC0109,6/1/2006,Overall,Highly disturbed
1979,JOTR,JOTR_P_WOO0228,12/6/2005,Overall,Highly disturbed
108,DEVA,DEVA_P_BUC0564,1/19/2005,Overall,Highly disturbed
110,DEVA,DEVA_P_BUC0565,1/19/2005,Overall,Highly disturbed
111,DEVA,DEVA_P_BUC0592,1/21/2005,Overall,Highly disturbed
112,DEVA,DEVA_P_BUC0566,1/19/2005,Overall,Highly disturbed
114,DEVA,DEVA_P_BUC0567,1/19/2005,Overall,Highly disturbed
116,DEVA,DEVA_P_BUC0568,1/19/2005,Overall,Highly disturbed
122,DEVA,DEVA_P_BUC0571,1/19/2005,Overall,Highly disturbed
124,DEVA,DEVA_P_BUC0572,1/19/2005,Overall,Highly disturbed
126,DEVA,DEVA_P_BUC0573,1/19/2005,Overall,Highly disturbed
128,DEVA,DEVA_P_BUC0574,1/19/2005,Overall,Highly disturbed
135,DEVA,DEVA_P_BUC0579,1/21/2005,Overall,Highly disturbed
136,DEVA,DEVA_P_BUC0580,1/21/2005,Overall,Highly disturbed
137,DEVA,DEVA_P_BUC0581,1/21/2005,Overall,Highly disturbed
138,DEVA,DEVA_P_BUC0582,1/21/2005,Overall,Highly disturbed
139,DEVA,DEVA_P_BUC0583,1/21/2005,Overall,Highly disturbed
140,DEVA,DEVA_P_BUC0584,1/21/2005,Overall,Highly disturbed
141,DEVA,DEVA_P_BUC0585,1/21/2005,Overall,Highly disturbed
142,DEVA,DEVA_P_BUC0586,1/21/2005,Overall,Highly disturbed
143,DEVA,DEVA_P_BUC0587,1/21/2005,Overall,Highly disturbed
144,DEVA,DEVA_P_BUL0848,11/21/2005,Overall,Highly disturbed
145,DEVA,DEVA_P_BUL0709,11/5/2004,Overall,Highly disturbed
147,DEVA,DEVA_P_BUR0666,10/24/2004,Overall,Highly disturbed
148,DEVA,DEVA_P_BUR0667,10/24/2004,Overall,Highly disturbed
155,DEVA,DEVA_P_BUT0141,3/8/2005,Overall,Highly disturbed
156,DEVA,DEVA_P_CAL0397,1/11/2005,Overall,Highly disturbed
157,DEVA,DEVA_P_CAL0396,1/11/2005,Overall,Highly disturbed
158,DEVA,DEVA_P_CAN0671,10/24/2004,Overall,Highly disturbed
159,DEVA,DEVA_P_CAN0672,10/24/2004,Overall,Highly disturbed
160,DEVA,DEVA_P_CAV0278,11/14/2004,Overall,Highly disturbed
161,DEVA,DEVA_P_CAV0279,11/14/2004,Overall,Highly disturbed
162,DEVA,DEVA_P_CBS0714,4/5/2005,Overall,Highly disturbed
170,DEVA,DEVA_P_CLI0479,4/5/2005,Overall,Highly disturbed
171,DEVA,DEVA_P_CLO0682,2/10/2005,Overall,Highly disturbed
174,DEVA,DEVA_P_CON0366,12/10/2004,Overall,Highly disturbed
176,DEVA,DEVA_P_COR0995,11/17/2004,Overall,Highly disturbed
177,DEVA,DEVA_P_COR0991,11/6/2004,Overall,Highly disturbed
205,DEVA,DEVA_P_FIV0003,12/5/2004,Overall,Highly disturbed
206,DEVA,DEVA_P_FIV0004,12/5/2004,Overall,Highly disturbed
209,DEVA,DEVA_P_FLO0107,2/8/2005,Overall,Highly disturbed
210,DEVA,DEVA_P_FLY0494,5/22/2005,Overall,Highly disturbed
211,DEVA,DEVA_P_FOR0516,1/6/2005,Overall,Highly disturbed
212,DEVA,DEVA_P_FOR0394,1/6/2005,Overall,Highly disturbed
275,DEVA,DEVA_P_COV0663,10/24/2004,Overall,Highly disturbed
276,DEVA,DEVA_P_COW0157,3/17/2005,Overall,Highly disturbed
282,DEVA,DEVA_P_COW0164,3/17/2005,Overall,Highly disturbed
283,DEVA,DEVA_P_COW0165,3/17/2005,Overall,Highly disturbed
284,DEVA,DEVA_P_COW0166,1/17/2005,Overall,Highly disturbed
285,DEVA,DEVA_P_COW0395,1/11/2005,Overall,Highly disturbed
286,DEVA,DEVA_P_COY0852,11/21/2005,Overall,Highly disturbed
287,DEVA,DEVA_P_COY0020,12/7/2004,Overall,Highly disturbed
288,DEVA,DEVA_P_CRA0101,2/8/2005,Overall,Highly disturbed
289,DEVA,DEVA_P_CRA0110,2/8/2005,Overall,Highly disturbed
290,DEVA,DEVA_P_CRA0112,2/8/2005,Overall,Highly disturbed
291,DEVA,DEVA_P_CUR0123,11/13/2004,Overall,Highly disturbed
294,DEVA,DEVA_P_DAY0710,11/5/2004,Overall,Highly disturbed
295,DEVA,DEVA_P_DEA0496,5/22/2005,Overall,Highly disturbed
296,DEVA,DEVA_P_DEL0480,4/5/2005,Overall,Highly disturbed
300,DEVA,DEVA_P_DOE0850,11/20/2005,Overall,Highly disturbed
301,DEVA,DEVA_P_DOG0685,2/10/2005,Overall,Highly disturbed
304,DEVA,DEVA_P_DRI0696,11/17/2005,Overall,Highly disturbed
305,DEVA,DEVA_P_DRU0467,3/16/2005,Overall,Highly disturbed
308,DEVA,DEVA_P_DRY0733,2/1/2005,Overall,Highly disturbed
310,DEVA,DEVA_P_DUN0055,11/4/2004,Overall,Highly disturbed
311,DEVA,DEVA_P_EAG0352,12/7/2004,Overall,Highly disturbed
312,DEVA,DEVA_P_EAG0351,12/7/2004,Overall,Highly disturbed
315,DEVA,DEVA_P_EAS0172,12/1/2004,Overall,Highly disturbed
316,DEVA,DEVA_P_EAS1045,12/1/2004,Overall,Highly disturbed
318,DEVA,DEVA_P_EAS0675,1/18/2005,Overall,Highly disturbed
325,DEVA,DEVA_P_EAS0560,1/19/2005,Overall,Highly disturbed
328,DEVA,DEVA_P_EAS0536,1/18/2005,Overall,Highly disturbed
329,DEVA,DEVA_P_EAS0537,1/18/2005,Overall,Highly disturbed
332,DEVA,DEVA_P_EAS0540,1/19/2005,Overall,Highly disturbed
333,DEVA,DEVA_P_EAS0541,1/19/2005,Overall,Highly disturbed
334,DEVA,DEVA_P_EAS0542,1/19/2005,Overall,Highly disturbed
335,DEVA,DEVA_P_EAS0543,1/19/2005,Overall,Highly disturbed
336,DEVA,DEVA_P_EAS0544,1/19/2005,Overall,Highly disturbed
337,DEVA,DEVA_P_EAS0545,1/19/2005,Overall,Highly disturbed
338,DEVA,DEVA_P_EAS0546,1/19/2005,Overall,Highly disturbed
339,DEVA,DEVA_P_EAS0547,1/19/2005,Overall,Highly disturbed
340,DEVA,DEVA_P_EAS0548,1/19/2005,Overall,Highly disturbed
341,DEVA,DEVA_P_EAS0549,1/19/2005,Overall,Highly disturbed
342,DEVA,DEVA_P_EAS0550,1/19/2005,Overall,Highly disturbed
347,DEVA,DEVA_P_EAS0555,1/19/2005,Overall,Highly disturbed
351,DEVA,DEVA_P_EDS0665,10/24/2004,Overall,Highly disturbed
352,DEVA,DEVA_P_EDG0474,3/16/2005,Overall,Highly disturbed
353,DEVA,DEVA_P_EMI0223,10/24/2004,Overall,Highly disturbed
354,DEVA,DEVA_P_EMI0707,11/4/2004,Overall,Highly disturbed
355,DEVA,DEVA_P_EMI0225,11/4/2004,Overall,Highly disturbed
356,DEVA,DEVA_P_EMI0668,10/24/2004,Overall,Highly disturbed
361,DEVA,DEVA_P_FAT0109,2/8/2005,Overall,Highly disturbed
366,DEVA,DEVA_P_FIV0001,12/5/2004,Overall,Highly disturbed
367,DEVA,DEVA_P_FIV0002,12/5/2004,Overall,Highly disturbed
377,DEVA,DEVA_P_GER0106,2/8/2005,Overall,Highly disturbed
379,DEVA,DEVA_P_GNO0085,1/5/2005,Overall,Highly disturbed
380,DEVA,DEVA_P_GNO0086,1/5/2005,Overall,Highly disturbed
381,DEVA,DEVA_P_GNO0065,12/16/2004,Overall,Highly disturbed
383,DEVA,DEVA_P_GNO0067,12/16/2004,Overall,Highly disturbed
384,DEVA,DEVA_P_GNO0068,12/16/2004,Overall,Highly disturbed
385,DEVA,DEVA_P_GNO0062,12/16/2004,Overall,Highly disturbed
388,DEVA,DEVA_P_GNO0069,12/16/2004,Overall,Highly disturbed
389,DEVA,DEVA_P_GNO0070,12/16/2004,Overall,Highly disturbed
391,DEVA,DEVA_P_GNO0073,12/16/2004,Overall,Highly disturbed
392,DEVA,DEVA_P_GNO0072,12/16/2004,Overall,Highly disturbed
396,DEVA,DEVA_P_GNO0077,1/4/2005,Overall,Highly disturbed
397,DEVA,DEVA_P_GNO0078,1/4/2005,Overall,Highly disturbed
398,DEVA,DEVA_P_GNO0079,1/4/2005,Overall,Highly disturbed
400,DEVA,DEVA_P_GNO0081,1/4/2005,Overall,Highly disturbed
401,DEVA,DEVA_P_GNO0082,1/4/2005,Overall,Highly disturbed
402,DEVA,DEVA_P_GNO0083,1/4/2005,Overall,Highly disturbed
403,DEVA,DEVA_P_GOL0920,11/13/2004,Overall,Highly disturbed
404,DEVA,DEVA_P_GOL0661,10/23/2004,Overall,Highly disturbed
405,DEVA,DEVA_P_GOL0662,10/23/2004,Overall,Highly disturbed
407,DEVA,DEVA_P_GRA0378,12/12/2004,Overall,Highly disturbed
428,DEVA,DEVA_P_GRA0345,12/6/2004,Overall,Highly disturbed
443,DEVA,DEVA_P_GRA0648,11/14/2005,Overall,Highly disturbed
444,DEVA,DEVA_P_GRA0647,11/14/2005,Overall,Highly disturbed
445,DEVA,DEVA_P_GRA0649,11/14/2005,Overall,Highly disturbed
446,DEVA,DEVA_P_GRA0017,12/7/2004,Overall,Highly disturbed
447,DEVA,DEVA_P_GRE0284,12/4/2004,Overall,Highly disturbed
448,DEVA,DEVA_P_GRE0283,10/30/2004,Overall,Highly disturbed
449,DEVA,DEVA_P_GRE0282,12/4/2004,Overall,Highly disturbed
450,DEVA,DEVA_P_GRE1058,12/4/2004,Overall,Highly disturbed
451,DEVA,DEVA_P_GRE0287,12/4/2004,Overall,Highly disturbed
452,DEVA,DEVA_P_GRE0777,11/2/2004,Overall,Highly disturbed
455,DEVA,DEVA_P_GRE0681,2/10/2005,Overall,Highly disturbed
456,DEVA,DEVA_P_GRE0191,11/3/2004,Overall,Highly disturbed
457,DEVA,DEVA_P_GRU0291,12/4/2004,Overall,Highly disturbed
459,DEVA,DEVA_P_HAR0312,11/30/2004,Overall,Highly disturbed
460,DEVA,DEVA_P_HAT1057,12/3/2004,Overall,Highly disturbed
464,DEVA,DEVA_P_HEA0787,11/11/2005,Overall,Highly disturbed
466,DEVA,DEVA_P_HID0532,1/15/2005,Overall,Highly disturbed
467,DEVA,DEVA_P_DOG0684,2/10/2005,Overall,Highly disturbed
468,DEVA,DEVA_P_DOG0683,2/10/2005,Overall,Highly disturbed
472,DEVA,DEVA_P_HOB0214,12/11/2004,Overall,Highly disturbed
473,DEVA,DEVA_P_HOB0387,12/11/2004,Overall,Highly disturbed
483,DEVA,DEVA_P_HOR0659,10/23/2004,Overall,Highly disturbed
484,DEVA,DEVA_P_HUM0793,11/13/2005,Overall,Highly disturbed
487,DEVA,DEVA_P_HUN0508,11/11/2005,Overall,Highly disturbed
489,DEVA,DEVA_P_HUN0509,11/11/2005,Overall,Highly disturbed
491,DEVA,DEVA_P_IBE0370,12/10/2004,Overall,Highly disturbed
492,DEVA,DEVA_P_IBE0721,12/10/2004,Overall,Highly disturbed
493,DEVA,DEVA_P_IDE0811,11/18/2005,Overall,Highly disturbed
494,DEVA,DEVA_P_IND0626,2/2/2005,Overall,Highly disturbed
497,DEVA,DEVA_P_JAC0184,3/30/2005,Overall,Highly disturbed
498,DEVA,DEVA_P_JAC0182,3/30/2005,Overall,Highly disturbed
501,DEVA,DEVA_P_JAC0187,3/31/2005,Overall,Highly disturbed
502,DEVA,DEVA_P_JAC0188,3/31/2005,Overall,Highly disturbed
503,DEVA,DEVA_P_JAC0189,3/31/2005,Overall,Highly disturbed
504,DEVA,DEVA_P_JAC0689,3/31/2005,Overall,Highly disturbed
505,DEVA,DEVA_P_JAC0690,3/31/2005,Overall,Highly disturbed
506,DEVA,DEVA_P_JAC0179,3/30/2005,Overall,Highly disturbed
508,DEVA,DEVA_P_JAC0177,3/30/2005,Overall,Highly disturbed
509,DEVA,DEVA_P_JAC0814,11/17/2005,Overall,Highly disturbed
512,DEVA,DEVA_P_JAC0687,3/3/2005,Overall,Highly disturbed
513,DEVA,DEVA_P_JAC0126,3/3/2005,Overall,Highly disturbed
514,DEVA,DEVA_P_JAC0125,3/3/2005,Overall,Highly disturbed
515,DEVA,DEVA_P_JAC0124,3/3/2005,Overall,Highly disturbed
520,DEVA,DEVA_P_JAC0770,11/12/2005,Overall,Highly disturbed
523,DEVA,DEVA_P_JAC0446,3/5/2005,Overall,Highly disturbed
524,DEVA,DEVA_P_JAC0445,5/3/2005,Overall,Highly disturbed
525,DEVA,DEVA_P_JAC0134,3/5/2005,Overall,Highly disturbed
526,DEVA,DEVA_P_JAC0135,3/5/2005,Overall,Highly disturbed
528,DEVA,DEVA_P_JAC0136,3/5/2005,Overall,Highly disturbed
529,DEVA,DEVA_P_JAC0437,,Overall,Highly disturbed
530,DEVA,DEVA_P_JAC0768,11/11/2005,Overall,Highly disturbed
531,DEVA,DEVA_P_JAC0512,11/11/2005,Overall,Highly disturbed
532,DEVA,DEVA_P_JAC0506,11/11/2005,Overall,Highly disturbed
534,DEVA,DEVA_P_JAC0171,3/4/2005,Overall,Highly disturbed
535,DEVA,DEVA_P_JAC0129,3/4/2005,Overall,Highly disturbed
536,DEVA,DEVA_P_JAC0133,3/5/2005,Overall,Highly disturbed
537,DEVA,DEVA_P_JAC0755,3/4/2005,Overall,Highly disturbed
538,DEVA,DEVA_P_JAC0131,3/4/2005,Overall,Highly disturbed
539,DEVA,DEVA_P_JAC0130,3/4/2005,Overall,Highly disturbed
542,DEVA,DEVA_P_JAC0127,3/3/2005,Overall,Highly disturbed
543,DEVA,DEVA_P_JAC0769,11/12/2005,Overall,Highly disturbed
547,DEVA,DEVA_P_JAY0691,4/5/2005,Overall,Highly disturbed
548,DEVA,DEVA_P_JAY0708,11/4/2004,Overall,Highly disturbed
549,DEVA,DEVA_P_JIG0470,3/16/2005,Overall,Highly disturbed
550,DEVA,DEVA_P_JIN1042,11/30/2005,Overall,Highly disturbed
551,DEVA,DEVA_P_JOD0831,,Overall,Highly disturbed
552,DEVA,DEVA_P_JOH0771,,Overall,Highly disturbed
554,DEVA,DEVA_P_JUB0288,12/4/2004,Overall,Highly disturbed
555,DEVA,DEVA_P_KEA1037,11/7/2004,Overall,Highly disturbed
557,DEVA,DEVA_P_KEA1012,11/12/2004,Overall,Highly disturbed
558,DEVA,DEVA_P_KEA1013,11/15/2004,Overall,Highly disturbed
559,DEVA,DEVA_P_KEA1014,11/15/2004,Overall,Highly disturbed
560,DEVA,DEVA_P_KEA1015,11/15/2004,Overall,Highly disturbed
561,DEVA,DEVA_P_KEA1016,11/15/2004,Overall,Highly disturbed
562,DEVA,DEVA_P_KEA1017,11/15/2004,Overall,Highly disturbed
563,DEVA,DEVA_P_KEA1018,11/15/2004,Overall,Highly disturbed
564,DEVA,DEVA_P_KEA1019,11/15/2004,Overall,Highly disturbed
565,DEVA,DEVA_P_KEA1020,11/15/2004,Overall,Highly disturbed
566,DEVA,DEVA_P_KEA1021,11/15/2004,Overall,Highly disturbed
567,DEVA,DEVA_P_KEA1022,11/16/2004,Overall,Highly disturbed
568,DEVA,DEVA_P_KEA1023,11/16/2004,Overall,Highly disturbed
569,DEVA,DEVA_P_KEA1024,11/16/2004,Overall,Highly disturbed
570,DEVA,DEVA_P_KEA1025,11/16/2004,Overall,Highly disturbed
571,DEVA,DEVA_P_KEA1026,11/16/2004,Overall,Highly disturbed
572,DEVA,DEVA_P_KEA1027,11/16/2004,Overall,Highly disturbed
573,DEVA,DEVA_P_KEA1028,11/16/2004,Overall,Highly disturbed
574,DEVA,DEVA_P_KEA1029,11/16/2004,Overall,Highly disturbed
575,DEVA,DEVA_P_KEA0997,11/12/2004,Overall,Highly disturbed
576,DEVA,DEVA_P_KEA0998,11/15/2004,Overall,Highly disturbed
577,DEVA,DEVA_P_KEA0999,9/23/2004,Overall,Highly disturbed
578,DEVA,DEVA_P_KEA1000,11/15/2004,Overall,Highly disturbed
579,DEVA,DEVA_P_KEA1001,11/15/2004,Overall,Highly disturbed
580,DEVA,DEVA_P_KEA1002,11/15/2004,Overall,Highly disturbed
581,DEVA,DEVA_P_KEA1003,11/15/2004,Overall,Highly disturbed
582,DEVA,DEVA_P_KEA1004,11/15/2004,Overall,Highly disturbed
583,DEVA,DEVA_P_KEA1005,11/15/2004,Overall,Highly disturbed
584,DEVA,DEVA_P_KEA1006,11/15/2004,Overall,Highly disturbed
585,DEVA,DEVA_P_KEA1007,11/15/2004,Overall,Highly disturbed
586,DEVA,DEVA_P_KEA1008,11/15/2004,Overall,Highly disturbed
587,DEVA,DEVA_P_KEA1009,11/15/2004,Overall,Highly disturbed
588,DEVA,DEVA_P_KEA0996,11/12/2004,Overall,Highly disturbed
589,DEVA,DEVA_P_KEA1010,11/15/2004,Overall,Highly disturbed
590,DEVA,DEVA_P_KEA1011,11/15/2004,Overall,Highly disturbed
591,DEVA,DEVA_P_KEA1030,11/12/2004,Overall,Highly disturbed
592,DEVA,DEVA_P_KEA1031,11/12/2004,Overall,Highly disturbed
593,DEVA,DEVA_P_KEA1032,11/15/2004,Overall,Highly disturbed
594,DEVA,DEVA_P_KEA1033,11/15/2004,Overall,Highly disturbed
595,DEVA,DEVA_P_KEA1034,11/15/2004,Overall,Highly disturbed
596,DEVA,DEVA_P_KEA1035,11/15/2004,Overall,Highly disturbed
597,DEVA,DEVA_P_KEA1036,11/15/2004,Overall,Highly disturbed
600,DEVA,DEVA_P_KNO0155,3/15/2005,Overall,Highly disturbed
604,DEVA,DEVA_P_LAN0037,12/9/2004,Overall,Highly disturbed
605,DEVA,DEVA_P_LAN0039,12/9/2004,Overall,Highly disturbed
606,DEVA,DEVA_P_LAN0038,12/9/2004,Overall,Highly disturbed
607,DEVA,DEVA_P_LAN0040,12/9/2004,Overall,Highly disturbed
617,DEVA,DEVA_P_LEA0631,2/5/2005,Overall,Highly disturbed
620,DEVA,DEVA_P_LEM0434,11/5/2004,Overall,Highly disturbed
628,DEVA,DEVA_P_LIT0154,3/15/2005,Overall,Highly disturbed
629,DEVA,DEVA_P_LIZ0472,3/16/2005,Overall,Highly disturbed
633,DEVA,DEVA_P_LOS0389,1/6/2005,Overall,Highly disturbed
634,DEVA,DEVA_P_LOS0388,1/6/2005,Overall,Highly disturbed
635,DEVA,DEVA_P_LOS0388,1/6/2005,Overall,Highly disturbed
636,DEVA,DEVA_P_LOS0390,1/6/2005,Overall,Highly disturbed
637,DEVA,DEVA_P_LOS0390,1/6/2005,Overall,Highly disturbed
638,DEVA,DEVA_P_LOS0228,1/16/2005,Overall,Highly disturbed
640,DEVA,DEVA_P_DOG0686,2/10/2005,Overall,Highly disturbed
644,DEVA,DEVA_P_LOW0231,1/17/2005,Overall,Highly disturbed
646,DEVA,DEVA_P_LOW0432,2/9/2005,Overall,Highly disturbed
647,DEVA,DEVA_P_LOW0433,2/9/2005,Overall,Highly disturbed
650,DEVA,DEVA_P_LOW0678,2/9/2005,Overall,Highly disturbed
651,DEVA,DEVA_P_LOW0120,2/9/2005,Overall,Highly disturbed
652,DEVA,DEVA_P_LOW0119,2/9/2005,Overall,Highly disturbed
653,DEVA,DEVA_P_LOW0113,2/9/2005,Overall,Highly disturbed
654,DEVA,DEVA_P_LOW0118,2/9/2005,Overall,Highly disturbed
655,DEVA,DEVA_P_LOW0117,2/9/2005,Overall,Highly disturbed
656,DEVA,DEVA_P_LOW0116,2/9/2005,Overall,Highly disturbed
657,DEVA,DEVA_P_LOW0115,2/9/2005,Overall,Highly disturbed
658,DEVA,DEVA_P_LOW0114,2/9/2005,Overall,Highly disturbed
662,DEVA,DEVA_P_MAI0616,2/3/2005,Overall,Highly disturbed
666,DEVA,DEVA_P_MAL0716,11/2/2004,Overall,Highly disturbed
670,DEVA,DEVA_P_MAN1059,12/5/2004,Overall,Highly disturbed
672,DEVA,DEVA_P_MCD0280,11/14/2004,Overall,Highly disturbed
673,DEVA,DEVA_P_MCD0281,11/14/2004,Overall,Highly disturbed
674,DEVA,DEVA_P_MCL0673,1/18/2005,Overall,Highly disturbed
676,DEVA,DEVA_P_MES0215,12/11/2004,Overall,Highly disturbed
678,DEVA,DEVA_P_MES0218,12/11/2004,Overall,Highly disturbed
681,DEVA,DEVA_P_MES0355,12/7/2004,Overall,Highly disturbed
684,DEVA,DEVA_P_MEX0466,3/5/2005,Overall,Highly disturbed
686,DEVA,DEVA_P_MID0810,11/18/2005,Overall,Highly disturbed
687,DEVA,DEVA_P_MID0399,1/11/2005,Overall,Highly disturbed
690,DEVA,DEVA_P_MIL0289,12/4/2004,Overall,Highly disturbed
691,DEVA,DEVA_P_MIL0290,12/4/2004,Overall,Highly disturbed
692,DEVA,DEVA_P_MIL0084,1/5/2005,Overall,Highly disturbed
699,DEVA,DEVA_P_MOR0693,11/17/2005,Overall,Highly disturbed
703,DEVA,DEVA_P_MOUN0,11/3/2005,Overall,Highly disturbed
709,DEVA,DEVA_P_NAV1051,12/2/2004,Overall,Highly disturbed
713,DEVA,DEVA_P_NEV0857,12/3/2005,Overall,Highly disturbed
714,DEVA,DEVA_P_NEVA0,12/3/2005,Overall,Highly disturbed
715,DEVA,DEVA_P_NEV0861,12/3/2005,Overall,Highly disturbed
716,DEVA,DEVA_P_NEV0860,12/3/2005,Overall,Highly disturbed
717,DEVA,DEVA_P_NEV0859,12/3/2005,Overall,Highly disturbed
731,DEVA,DEVA_P_OVE0622,2/4/2005,Overall,Highly disturbed
734,DEVA,DEVA_P_PAL0429,2/8/2005,Overall,Highly disturbed
737,DEVA,DEVA_P_PAN0766,11/5/2005,Overall,Highly disturbed
741,DEVA,DEVA_P_PAN0511,11/11/2005,Overall,Highly disturbed
743,DEVA,DEVA_P_PAT0643,11/29/2005,Overall,Highly disturbed
746,DEVA,DEVA_P_PIN0712,4/5/2005,Overall,Highly disturbed
747,DEVA,DEVA_P_PIN0823,11/18/2005,Overall,Highly disturbed
750,DEVA,DEVA_P_POA0100,2/6/2005,Overall,Highly disturbed
755,DEVA,DEVA_P_POP0642,10/24/2004,Overall,Highly disturbed
756,DEVA,DEVA_P_POP0641,10/24/2004,Overall,Highly disturbed
757,DEVA,DEVA_P_POT0629,2/4/2005,Overall,Highly disturbed
759,DEVA,DEVA_P_PRO0922,11/7/2004,Overall,Highly disturbed
762,DEVA,DEVA_P_PUM1041,11/30/2004,Overall,Highly disturbed
763,DEVA,DEVA_P_PUS0645,11/30/2005,Overall,Highly disturbed
766,DEVA,DEVA_P_QUA1056,12/3/2004,Overall,Highly disturbed
767,DEVA,DEVA_P_QUA0658,10/23/2004,Overall,Highly disturbed
770,DEVA,DEVA_P_RAM0227,1/16/2005,Overall,Highly disturbed
771,DEVA,DEVA_P_RAM0653,12/1/2005,Overall,Highly disturbed
773,DEVA,DEVA_P_RAT0610,1/31/2005,Overall,Highly disturbed
774,DEVA,DEVA_P_RED0634,10/22/2004,Overall,Highly disturbed
776,DEVA,DEVA_P_RHO0043,12/10/2004,Overall,Highly disturbed
777,DEVA,DEVA_P_RHO0044,12/10/2004,Overall,Highly disturbed
778,DEVA,DEVA_P_RIC1043,12/1/2004,Overall,Highly disturbed
779,DEVA,DEVA_P_RIC1044,12/1/2004,Overall,Highly disturbed
780,DEVA,DEVA_P_RIS0789,,Overall,Highly disturbed
782,DEVA,DEVA_P_ROA0640,10/24/2004,Overall,Highly disturbed
783,DEVA,DEVA_P_ROA0640,10/13/2005,Overall,Highly disturbed
784,DEVA,DEVA_P_RUI0402,1/12/2005,Overall,Highly disturbed
785,DEVA,DEVA_P_RUS0286,12/4/2004,Overall,Highly disturbed
786,DEVA,DEVA_P_RUS0285,12/4/2005,Overall,Highly disturbed
791,DEVA,DEVA_P_SAL0049,12/10/2004,Overall,Highly disturbed
792,DEVA,DEVA_P_SAL0050,12/10/2004,Overall,Highly disturbed
793,DEVA,DEVA_P_SAL0051,12/10/2004,Overall,Highly disturbed
797,DEVA,DEVA_P_SAL0103,2/8/2005,Overall,Highly disturbed
798,DEVA,DEVA_P_SAL0359,12/7/2004,Overall,Highly disturbed
800,DEVA,DEVA_P_SAL0385,11/3/2004,Overall,Highly disturbed
802,DEVA,DEVA_P_SAN0258,11/16/2004,Overall,Highly disturbed
812,DEVA,DEVA_P_SCH0646,11/30/2005,Overall,Highly disturbed
814,DEVA,DEVA_P_SCO0053,12/11/2004,Overall,Highly disturbed
815,DEVA,DEVA_P_SCO0140,3/8/2005,Overall,Highly disturbed
816,DEVA,DEVA_P_SCO0139,3/8/2005,Overall,Highly disturbed
